item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber
0000004946,"Tarczyński Kabanosy wieprzowe, 300 g",mieso,Y,w porcji 100 g,469 kcal,38 g,15 g,7.8 g,2.2 g,23 g,3.4 g,
0000006825,Tarczyński Parówki premium z fileta z indyka (2 x 80 g) 160 g,mieso,Y,w porcji 100 g,231 kcal,18 g,5.1 g,2.8 g,0.5 g,14 g,2.5 g,
0000008824,Kraina Wędlin Snack Mini Snacki 100 g,mieso,Y,w porcji 100 g,513 kcal,42 g,17 g,2.1 g,0.7 g,31 g,3.8 g,1.1 g
0000011292,Kraina Mięs nature Udo z kurczaka z wolnego wybiegu,mieso,N,,,,,,,,,
0000011273,Kraina Mięs nature Kurczak z wolnego wybiegu bez podrobów,mieso,N,,,,,,,,,
0000001770,Kraina Mięs Udo z kurczaka świeże klasa A kg,mieso,N,,,,,,,,,
0000002754,Morliny Kiełbasa morlińska z piersią kurczaka 400 g,mieso,Y,w porcji 100 g,187 kcal,13 g,4 g,0.6 g,0.6 g,17 g,2.1 g,
0000011297,Kraina Mięs Select Kurczak farmerski Ćwiartka tylna z kurczaka kg,mieso,N,,,,,,,,,
0000003339,Kraina Mięs Schab wieprzowy bez kości,mieso,N,,,,,,,,,
0000002459,Marinero Pstrąg tęczowy filet kg,mieso,Y,w porcji 100 ml,103 kcal,2.94 g,0.6 g,0 g,0 g,17.4 g,0.41 g,0 g
0000002776,Kraina Mięs Porcja rosołowa wołowa,mieso,N,,,,,,,,,
0000002049,Marinero Pstrąg tęczowy świeży patroszony kg,mieso,Y,w porcji 100 g,129 kcal,5.6 g,0.9 g,0.5 g,0.1 g,19.6 g,0.1 g,0 g
0000001108,Kraina Wędlin Mielonka Tyrolska 270 g,mieso,Y,w porcji 100 g,213 kcal,16.4 g,7.2 g,4.1 g,1.2 g,12 g,1.9 g,0.5 g
0000008825,Kraina Wędlin Salamitki pleśniowe 80 g,mieso,Y,w porcji 100 g,525 kcal,43 g,17 g,3.6 g,1 g,31 g,3.8 g,0 g
0000008777,Tarczyński Krakowska sucha z szynki 330 g,mieso,Y,w porcji 100 g,154 kcal,5 g,1.9 g,1 g,0.9 g,26 g,2.9 g,
0000005087,Parma Prosciutto Di Parma 80 g,mieso,Y,w porcji 100 g,234 kcal,14 g,5.3 g,0.5 g,0 g,27 g,5 g,
0000001803,Kraina Wędlin Filet wędzony z kurczaka,mieso,Y,w porcji 100 g,113 kcal,2 g,0.5 g,1.6 g,0.5 g,22 g,2.1 g,1 g
0000007301,Lisner Śledź atlantycki w sosie jogurtowym 280 g,mieso,Y,w porcji 100 g,246 kcal,21 g,2.8 g,8.4 g,6.6 g,5.7 g,1.5 g,
0000004880,Kraina Wędlin Kiełbaski Śląskie z szynki 270 g,mieso,Y,w porcji 100 g,241 kcal,19 g,8 g,0.6 g,0.5 g,17 g,2.1 g,0 g
0000002445,Kraina Wędlin Kiełbasa krakowska 400g,mieso,Y,w porcji 100 g,177 kcal,8 g,3.1 g,3.2 g,0.2 g,23 g,1.9 g,
0000002596,"Podroby Serca z kurczaka, 450 g",mieso,N,,,,,,,,,
0000002905,Kraina Mięs Stek wołowy z rostbefu bez kości,mieso,N,,,,,,,,,
0000000321,Śledź atlantycki w sosie śmietanowym Lisner 700 g,mieso,Y,w porcji 100 g,279 kcal,25.3 g,4.1 g,6.9 g,6.9 g,5.8 g,1.6 g,
0000006090,Lisner Rybka na raz po grecku 100 g,mieso,Y,w porcji 100 g,160 kcal,9.1 g,1.8 g,12.3 g,9.9 g,6.3 g,1.3 g,
0000002100,Kraina Wędlin Kiełbasa Żywiecka z indyka plastry 90g,mieso,Y,w porcji 100 g,160 kcal,7.4 g,2.2 g,0.3 g,0.1 g,23 g,2.8 g,
0000006036,"Kraina Mięs Sznycel z fileta z piersi kurczaka świeży, 300 g",mieso,N,,,,,,,,,
0000011305,Kraina Mięs Select Podudzie z kurczaka kg,mieso,N,,,,,,,,,
0000000348,Mortadela paprykowa 400 g,mieso,Y,w porcji 100 g,188 kcal,14 g,3.6 g,2.7 g,0.5 g,13 g,1.9 g,
0000004287,Marinero Łosoś marynowany plastry z koprem i sosem 100 g+20 g,mieso,Y,w porcji 100 ml,182 kcal,1.9 g,11 g,2.8 g,2 g,18 g,2.7 g,0.7 g
0000005424,Kraina Wędlin Kabanosy klasyczne wieprzowe 300 g,mieso,Y,w porcji 100 g,451 kcal,36 g,14 g,7.8 g,2.2 g,23 g,3.2 g,
0000011535,Kabanosy Berlinki Delikatny Kurczak 85g,mieso,Y,w porcji 100 g,404 kcal,32 g,12.8 g,5 g,2 g,24 g,3.8 g,
0000001528,Marinero Filety śledziowe w sosie śmietanowym 300g,mieso,Y,w porcji 100 g,266 kcal,23.7 g,3 g,6.8 g,5.6 g,6.5 g,1.8 g,
