item_id,item_name,item_link,item_image,item_type
0000019535,Wellaflex 2 Days Volume Lakier do włosów 250 ml,https://zakupy.biedronka.pl/wellaflex-wellaflex-2-days-volume-lakier-do-wlosow-250-ml-0000019535.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw00c91c9d/images/hi-res/645F4303527B9515A52E292B92C97056.jpg?sw=270&sh=270&sm=fit,drogeria
0000013848,Durex Perfect Gliss Wyrób medyczny żel intymny silikonowy 50 ml,https://zakupy.biedronka.pl/durex-durex-perfect-gliss-wyrob-medyczny-zel-intymny-silikonowy-50-ml-0000013848.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw4b494791/images/hi-res/FBD97B77118EAC795992B9C1FE877137.jpg?sw=270&sh=270&sm=fit,drogeria
0000001237,Timotei Szampon do włosów Intensywna Pielęgnacja 400 ml,https://zakupy.biedronka.pl/timotei-timotei-szampon-do-wlosow-intensywna-pielegnacja-400-ml-0000001237.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw1ca5d10f/images/hi-res/9AC99557EBBB3F7EE0EEC5CFEDBA1A8C.jpg?sw=270&sh=270&sm=fit,drogeria
0000005507,Be Beauty Care Krem do rąk odmładzający 125 ml,https://zakupy.biedronka.pl/be-beauty-care-be-beauty-care-krem-do-rak-odmladzajacy-125-ml-0000005507.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwc326aba1/images/hi-res/1383C521996EFC5B12528A92387C0A6B.jpg?sw=270&sh=270&sm=fit,drogeria
0000004896,Bambino Oliwka 300ml,https://zakupy.biedronka.pl/bambino-bambino-oliwka-300ml-0000004896.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw39c5cae3/images/hi-res/6B9B4B38AC235ACC14C4098A5EEE15D5.jpg?sw=270&sh=270&sm=fit,drogeria
0000016006,Nivea Błyskawicznie Nawilżający Balsam DO Ciała 400 ml,https://zakupy.biedronka.pl/nivea-nivea-blyskawicznie-nawilzajacy-balsam-do-ciala-400-ml-0000016006.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwee0b973a/images/hi-res/77A6FEDCBC08CF58188D3FD13A56CB78.jpg?sw=270&sh=270&sm=fit,drogeria
0000015867,Nivea MEN Antyperspirant w Kulce Black&White Invisible Original 50 ml,https://zakupy.biedronka.pl/nivea-nivea-men-antyperspirant-w-kulce-blackandwhite-invisible-original-50-ml-0000015867.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwf2dc0ef3/images/hi-res/DFBAFE2FCF72BFC8531D27C78A60BCB9.jpg?sw=270&sh=270&sm=fit,drogeria
0000017130,"Nivea Blackberry Shine Pielęgnująca pomadka do ust 5,5 ml",https://zakupy.biedronka.pl/nivea-nivea-blackberry-shine-pielegnujaca-pomadka-do-ust-55-ml-0000017130.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwd6d1e7c2/images/hi-res/3E7E43A40C4163DCA071D675FE94A044.jpg?sw=270&sh=270&sm=fit,drogeria
0000007688,Corega Krem mocujący do protez zębowych super mocny mocno miętowy 70 g,https://zakupy.biedronka.pl/corega-corega-krem-mocujacy-do-protez-zebowych-super-mocny-mocno-mietowy-70-g-0000007688.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwc4604318/images/hi-res/427929C6E0C76F1C4EEFF674865DA539.jpg?sw=270&sh=270&sm=fit,drogeria
0000003972,Schauma Men Anti-Dandruff Intensive Szampon regulujący z imbirem 400 ml,https://zakupy.biedronka.pl/schauma-schauma-men-anti-dandruff-intensive-szampon-regulujacy-z-imbirem-400-ml-0000003972.html,https://zakupy.biedronka.pl/dw/image/v2/BKFJ_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwad2c7af3/images/hi-res/84A5B1CD3D830C64F82E3D39DE0D140C.jpg?sw=270&sh=270&sm=fit,drogeria
