item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000010125,Pieczarka krojona opakowanie 200 g,warzywa,N,,,,,,,,,
0000010312,Mięta W Doniczce Vital Fresh Szt.,warzywa,N,,,,,,,,,
0000010278,Kapusta Czerwona kg,warzywa,N,,,,,,,,,
0000010284,Kalarepa 1 szt.,warzywa,N,,,,,,,,,
0000010251,Pomidor koktajlowy gałązka opakowanie 400 g,warzywa,N,,,,,,,,,
0000010147,Kapusta na gołąbki kg,warzywa,N,,,,,,,,,
0000009986,Vital Fresh Jarmuż 200 g,warzywa,Y,w porcji 100 g,51 kcal,1.5 g,0.2 g,4.4 g,1 g,4.1 g,2.9 g,0.13 g
0000010139,"Dynia piżmowa, 1 szt.",warzywa,N,,,,,,,,,
0000008356,Vital Fresh Mix rodzinny 220 g,warzywa,Y,w porcji 100 g,18 kcal,0 g,0 g,2 g,1.6 g,1.4 g,1.6 g,0.18 g
0000010058,Marchew opakowanie 1 kg,warzywa,N,,,,,,,,,
0000006245,Vital Fresh Mix sałat pocket 2x50 g,warzywa,Y,w porcji 100 g,23 kcal,0 g,0 g,3.4 g,0.6 g,2.1 g,1.4 g,0.06 g
0000010395,"Papryka Słodka Szpiczasta, 1 szt.",warzywa,N,,,,,,,,,
0000010199,Ogóreczki mini opakowanie 250 g,warzywa,N,,,,,,,,,
0000011005,Patison kg,warzywa,N,,,,,,,,,
0000010194,"Papryczka chilli, 1 szt.",warzywa,N,,,,,,,,,
0000010196,"Szparagi zielone, opak. 250 g",warzywa,N,,,,,,,,,
0000010143,"Papryczki padron, 250 g",warzywa,N,,,,,,,,,
0000010241,Cebula młoda kg,warzywa,N,,,,,,,,,
0000010114,"Tymianek Baziółka doniczka, 1 szt.",warzywa,N,,,,,,,,,
0000002152,Vital Fresh Mix sałat z roszponką 150g,warzywa,Y,w porcji 100 g,22 kcal,0 g,0 g,3 g,0.5 g,1.8 g,1.5 g,0.05 g
0000010115,"Bób, opak. 500 g",warzywa,N,,,,,,,,,
0000010113,"Rozmaryn Baziółka doniczka, 1 szt.",warzywa,N,,,,,,,,,
0000010308,"Pieczarka do faszerowania, opak. 400 g",warzywa,N,,,,,,,,,
0000010224,Pomidor krymski układany kg,warzywa,N,,,,,,,,,
0000010202,"Czosnek młody, 1 szt.",warzywa,N,,,,,,,,,
0000010279,Kapusta młoda 1 szt.,warzywa,N,,,,,,,,,
0000010419,Rabarbar 1 pęczek,warzywa,N,,,,,,,,,
0000010195,Mix Mini Warzyw opakowanie 300 g,warzywa,N,,,,,,,,,
0000010055,Marchewka Młoda pęczek,warzywa,N,,,,,,,,,
0000010411,Rzodkiewka pęczek,warzywa,N,,,,,,,,,
0000010158,Marchew młoda,warzywa,N,,,,,,,,,
0000010215,Grzyby Shimej 150 g,warzywa,N,,,,,,,,,
