item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000012158,Vital Fresh Pietruszka w doniczce,warzywa,N,,,,,,,,,
0000010373,Pomidor śliwkowy opakowanie 500 g,warzywa,N,,,,,,,,,
0000014854,Eisberg Green Time Mieszanka świeżych krojonych warzyw sałata lodowa 200 g,warzywa,Y,w porcji 100 g,19 kcal,0.5 g,0.1 g,3 g,2 g,1.2 g,0.9 g,0.03 g
0000010398,Pomidor Polski Mięsisty Żółty luz,warzywa,N,,,,,,,,,
0000010210,"Ziemniaki jadalne sałatkowe 1,5 kg",warzywa,N,,,,,,,,,
0000010328,Cebula szalotka kg,warzywa,N,,,,,,,,,
0000010417,Kapusta Biała sztuka,warzywa,N,,,,,,,,,
0000011006,Kalafior romanesco szt.,warzywa,N,,,,,,,,,
0000010049,"Sałata Masłowa, 1 szt.",warzywa,N,,,,,,,,,
0000010330,"Vital Fresh Mięta XL, 1 szt.",warzywa,N,,,,,,,,,
0000012657,Kapusta włoska kg,warzywa,N,,,,,,,,,
0000010290,Ziemniaki siatka 3kg,warzywa,N,,,,,,,,,
0000010216,"Marchew w kostce gotowana na parze, 400 g",warzywa,N,,,,,,,,,
0000010002,Vital Fresh Mix z porem 140g,warzywa,Y,w porcji 100 g,31 kcal,0 g,0 g,5.3 g,2 g,2 g,1.4 g,0.08 g
0000010183,Pieczarka mini opakowanie 250 g,warzywa,N,,,,,,,,,
0000010192,Pomidorki Sweet Cheri opakowanie 250 g,warzywa,N,,,,,,,,,
0000010394,Pietruszka biała korzeń kg,warzywa,N,,,,,,,,,
0000010050,Por kg,warzywa,N,,,,,,,,,
0000013075,"Pomidorki truskawkowe gałązka, opak. 250 g",warzywa,N,,,,,,,,,
0000010317,"Papryczki słodkie sweet bites, opak. 200 g",warzywa,N,,,,,,,,,
0000010307,"Czosnek, opak. 250 g",warzywa,N,,,,,,,,,
0000010157,"Groszek cukrowy, opak. 250 g",warzywa,N,,,,,,,,,
0000010293,Vital Fresh Bazylia duża w doniczce 1szt.,warzywa,N,,,,,,,,,
0000016904,Rzodkiewka opolanka pęczek,warzywa,N,,,,,,,,,
0000010289,Seler naciowy opakowanie,warzywa,N,,,,,,,,,
0000008361,Vital Fresh Mix sałat w stylu włoskim 120 g,warzywa,Y,w porcji 100 g,16 kcal,0 g,0 g,1 g,0 g,1.2 g,2.4 g,0.17 g
0000010243,Ciecierzyca gotowana 490/300 g,warzywa,N,,,,,,,,,
0000010244,"Stan Fasola biała gotowana, 150 g / 300 g",warzywa,N,,,,,,,,,
0000006253,Vital Fresh Mix Sałat Rzymska 160 g,warzywa,Y,w porcji 100 g,26 kcal,0 g,0 g,4.1 g,1.1 g,2.1 g,1.3 g,0.08 g
0000011773,Kapusta stożkowa kg,warzywa,N,,,,,,,,,
0000010414,Seler korzeń kg,warzywa,N,,,,,,,,,
0000011624,Dynia polska jadalna szt.,warzywa,N,,,,,,,,,
