item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt,monounsaturated fatty acids,polyunsaturated fatty acids,polyols,starch,omega3,kJ,ergokalcyferol
0000016089,Knorr Fix Soczyste Mielone 70 g,artykuly-spozywcze,Y,w porcji 100 g,316 kcal,4.6 g,0.5 g,50 g,3 g,6.3 g,20 g,11.7 g,,,,,,,
0000007962,Elios Papryczki pikantne nadziewane serem 270 g,artykuly-spozywcze,Y,w porcji 100 g,133 kcal,10 g,5.2 g,3.7 g,1 g,1.4 g,5.4 g,1.4 g,,,,,,,
0000000446,Rapsodia Dżem z czarnych porzeczek o obniżonej zawartości cukrów 410 g,artykuly-spozywcze,Y,w porcji 100 g,143 kcal,0.4 g,0.1 g,32 g,32 g,,0.6 g,0.1 g,,,,,,,
0000004357,"Marinero Sushi 9 kawałków (2x California Roll, 3x Hoso Maki, 4x Foto Maki) 230 g",artykuly-spozywcze,Y,w porcji 100 g,137 kcal,3.5 g,0.6 g,22 g,5.3 g,,3.9 g,2 g,,,,,,,
0000004384,Bakallino Orzechy włoskie łuskane 300 g,artykuly-spozywcze,Y,w porcji 100 g,666 kcal,60 g,6.6 g,12 g,9.9 g,6.5 g,16 g,0 g,,,,,,,
0000005092,Culineo Gorąca Chwila Pomidorowa z makaronem 19 g,artykuly-spozywcze,Y,w porcji 100 ml,30 kcal,0.3 g,0.1 g,5.3 g,1.8 g,0.8 g,1.1 g,0.7 g,,,,,,,
0000015007,Jeżyki Herbatniki w czekoladzie mlecznej kokosowe 140 g,artykuly-spozywcze,Y,w porcji 100 g,483 kcal,23 g,14 g,63 g,46 g,,5.2 g,0.37 g,,,,,,,
0000005906,Lubella 5-Jajeczna Makaron krajanka 400 g,artykuly-spozywcze,Y,w porcji 100 g,368 kcal,3.2 g,0.9 g,69 g,1 g,3.4 g,14 g,0.05 g,,,,,,,
0000000207,Madero Chrzan tarty 160 g,artykuly-spozywcze,Y,w porcji 100 g,113 kcal,5.2 g,0.4 g,13 g,9.5 g,3.5 g,1.7 g,0.35 g,,,,,,,
0000007043,Go Vege Owies 1 l,artykuly-spozywcze,Y,w porcji 100 ml,42 kcal,0.8 g,0.1 g,7.8 g,4.5 g,0.6 g,0.7 g,0.08 g,,,,,,,
0000006839,Pastani Orzo Pasta Durum 500 g,artykuly-spozywcze,Y,w porcji 100 g,354 kcal,1.5 g,0.3 g,72 g,3.8 g,,12 g,0.03 g,,,,,,,
0000004335,Nussbeisser Czekolada mleczna z całymi orzechami laskowymi 100 g,artykuly-spozywcze,Y,w porcji 100 g,560 kcal,36 g,14 g,48 g,47 g,3.9 g,7.8 g,0.28 g,,,,,,,
0000000475,Mentos Fruit 2x38 g,artykuly-spozywcze,Y,w porcji 100 g,1648 kcal,1.9 g,1.7 g,92 g,69 g,,0 g,0.1 g,,,,,,,
0000002487,Monster Munch Chrupki ziemniaczane papryka 75 g,artykuly-spozywcze,Y,w porcji 100 g,555 kcal,34 g,2.6 g,60 g,5 g,1.7 g,1.4 g,2.3 g,,,,,,,
0000010766,San Holenderskie Herbatniki półsłodkie oblane czekoladą mleczną 170 g,artykuly-spozywcze,Y,w porcji 100 g,481 kcal,20 g,10 g,67 g,28 g,2.6 g,7.9 g,0.75 g,,,,,,,
0000003554,Plony Natury Ryż biały długoziarnisty 4x150 g,artykuly-spozywcze,Y,w porcji 100 g,349 kcal,1 g,0.4 g,77 g,0.5 g,,7.9 g,0 g,,,,,,,
0000016074,Knorr Fix panierka Chrupiący kurczak z papryką 70 g,artykuly-spozywcze,Y,w porcji 100 g,342 kcal,1.6 g,0.3 g,68 g,3.8 g,5 g,12 g,6.2 g,,,,,,,
0000016899,Orbit Refreshers Strawberry Lemon Bezcukrowa guma do żucia (12 sztuk) 26 g,artykuly-spozywcze,Y,w porcji 100 g,170 kcal,0 g,0 g,69 g,0 g,,0 g,0 g,,,69 g,,,,
0000009316,Gellwe Galaretka smak borówkowy 72 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000001725,Kamis Musztarda delikatesowa 185 g,artykuly-spozywcze,Y,w porcji 100 g,100 kcal,4.4 g,0.3 g,10 g,8.7 g,,3.3 g,2.56 g,,,,,,,
0000011481,"Herbapol Herbaciany Ogród Herbatka owocowo-ziołowa malina z cytryną (20 x 2,7 g) 54 g ",artykuly-spozywcze,Y,w porcji 100 g,0 kcal,0 g,0 g,0 g,0 g,,0 g,,,,,,,,
0000001064,Orbit Spearmint 25 drażetek 35 g,artykuly-spozywcze,Y,w porcji 100 g,152 kcal,0 g,0 g,63.3 g,0 g,0 g,0 g,0 g,0 g,0 g,63.3 g,0 g,,,
0000007923,Bonduelle Groszek tradycyjny 2x 200 g,artykuly-spozywcze,Y,w porcji 100 g,74 kcal,0.7 g,0.1 g,7.4 g,2.6 g,7.8 g,5.5 g,0.73 g,,,,,,,
0000016046,Lipton herbata zielona o smaku maliny i truskawki 20 torebek,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000004833,Corn Flakes Płatki kukurydziane 500 g,artykuly-spozywcze,Y,w porcji 100 g,383 kcal,1.4 g,0.6 g,83 g,8.9 g,4.2 g,7.5 g,1.33 g,,,,,,,
0000003435,Plony Natury Kasza kuskus z pszenicy twardej 300 g,artykuly-spozywcze,Y,w porcji 100 g,355 kcal,2 g,0.5 g,68 g,3 g,4.3 g,14 g,0.01 g,,,,,,,
0000015287,Top Solony popcorn 3 x 100 g,artykuly-spozywcze,Y,w porcji 100 g,402 kcal,18 g,8.1 g,46 g,1.2 g,12 g,8.9 g,2.4 g,,,,,,,
0000012380,Asia Flavours Makaron ryżowy 5 mm 200 g,artykuly-spozywcze,Y,w porcji 100 g,352 kcal,0.5 g,0.2 g,85 g,0 g,,2.1 g,0.6 g,,,,,,,
0000008140,Top Mieszanka studencka 200 g,artykuly-spozywcze,Y,w porcji 100 g,511 kcal,32 g,3.6 g,36 g,36 g,6.3 g,16 g,0.01 g,,,,,,,
0000015065,Lindt Lindor Milk Cornet praliny 200 g,artykuly-spozywcze,Y,w porcji 100 g,623 kcal,47 g,34 g,44 g,42 g,,5 g,0.17 g,,,,,,,
0000001668,Tic Tac Orange 18 g,artykuly-spozywcze,Y,w porcji 100 g,1698 kcal,0.7 g,0.7 g,96.7 g,96.7 g,,0.1 g,0.03 g,,,,,,,
0000010440,"Dr. Oetker Słodka Chwila Kisiel truskawkowy z owocami 31,5 g",artykuly-spozywcze,Y,w porcji 100 g,59 kcal,0 g,0 g,14 g,9 g,,0.1 g,0.03 g,,,,,,,
0000005873,Bonitki Herbatniki Petit Beurre 400g,artykuly-spozywcze,Y,w porcji 100 g,442 kcal,14 g,6.3 g,70 g,19 g,2.6 g,7.9 g,0.86 g,,,,,,,
0000005133,Biedronka Premium Oliwa z oliwek Extra Virgin 500 ml,artykuly-spozywcze,Y,w porcji 100 ml,819 kcal,89 g,14 g,0 g,0 g,0 g,0 g,0 g,69 g,6 g,,,,,
0000015404,Marinero Tuńczyk jednolity w sosie własnym 3 x 80 g,artykuly-spozywcze,Y,w porcji 100 g,112 kcal,0.8 g,0.3 g,0.8 g,0 g,0 g,25 g,1.4 g,,,,,,,
0000003440,Pastani Makaron Kokardki Durum 500 g,artykuly-spozywcze,Y,w porcji 100 g,350 kcal,1.6 g,0.3 g,69 g,4.1 g,3.6 g,13 g,0 g,,,,,,,
0000004109,Haribo Mega-Roulette Żelki owocowe 45 g,artykuly-spozywcze,Y,w porcji 100 g,343 kcal,0.5 g,0.1 g,77 g,46 g,,6.9 g,,,,,,,,
0000016925,Doritos Nacho Chipsy kukurydziane o smaku serowym 100 g,artykuly-spozywcze,Y,w porcji 100 g,501 kcal,26 g,2.1 g,58 g,2.6 g,5.7 g,6.5 g,1.1 g,,,,,,,
0000000319,KitKat Chunky Paluszek waflowy w mlecznej czekoladzie 40 g,artykuly-spozywcze,Y,w porcji 100 g,516 kcal,27 g,15.1 g,60.5 g,45.2 g,2.3 g,6.5 g,0.18 g,,,,,,,
0000007183,GustoBello Lasagne 500 g,artykuly-spozywcze,Y,w porcji 100 g,348 kcal,1.1 g,0.1 g,71 g,3.5 g,3 g,12 g,0.01 g,,,,,,,
0000015935,Winiary Galaretka cytrynowy smak 71 g,artykuly-spozywcze,Y,w porcji 100 g,47 kcal,0 g,0 g,10.3 g,10.3 g,0 g,1.5 g,,,,,,,,
0000008406,HiPP BIO Batonik Owocowy-Przyjaciel Banany-Jabłka 23 g,artykuly-spozywcze,Y,w porcji 100 g,348 kcal,5 g,2.2 g,69.4 g,47.5 g,,4.1 g,0.08 g,,,,,,,
0000006712,Bonitki Deserowe z cukrem 200 g,artykuly-spozywcze,Y,w porcji 100 g,491 kcal,21 g,10 g,66 g,20 g,1.4 g,8 g,0.6 g,,,,,,,
0000000013,VIFON Curry Zupa błyskawiczna z kluskami o smaku kurczaka (ostra) 70 g,artykuly-spozywcze,Y,w porcji 100 g,72 kcal,3.3 g,1.2 g,9.1 g,0.2 g,,1.3 g,0.6 g,,,,,,,
0000006526,Madero Majonez wyborny z żółtkiem z jaja kurzego z chowu z wolnego wybiegu 400 ml,artykuly-spozywcze,Y,w porcji 100 g,699 kcal,76 g,5.5 g,2.9 g,2.6 g,,0.9 g,0.62 g,,,,,,,
0000003253,Rapsodia 100% Owoców Truskawka 220 g,artykuly-spozywcze,Y,w porcji 100 g,149 kcal,0.5 g,0.1 g,34 g,31 g,,0.8 g,0.05 g,,,,,,,
0000009044,Pringles Paprika 165 g,artykuly-spozywcze,Y,w porcji 100 g,518 kcal,29 g,2.7 g,56 g,3.7 g,3.8 g,6.4 g,1.4 g,,,,,,,
0000007039,Bonduelle Kukurydza złocista 2x85 g,artykuly-spozywcze,Y,w porcji 100 g,80 kcal,1.9 g,0.5 g,10.8 g,5.2 g,3.8 g,2.9 g,0.4 g,,,,,,,
0000005688,"Teekanne Świat Owoców Słodka Brzoskwinia Herbatka owocowa 20 x 2,25g",artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000010873,Knorr Sos sałatkowy grecki 9 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000001384,Vifon Premium Zupa tajska lau thai 80 g,artykuly-spozywcze,Y,w porcji 100 g,84 kcal,4 g,1.3 g,10.3 g,0.4 g,,1.6 g,0.9 g,,,,,,,
0000008856,Milka Strawberry czekolada mleczna 100 g,artykuly-spozywcze,Y,w porcji 100 g,560 kcal,35 g,20 g,57 g,56 g,1.2 g,4 g,0.23 g,,,,,,,
0000004715,Gourmes Ciecierzyca Grao De Bico 540g,artykuly-spozywcze,Y,w porcji 100 g,99 kcal,2.2 g,0.3 g,14 g,0.9 g,6.1 g,6.2 g,0.6 g,,,,,,,
0000002307,Nasza spiżarnia Korniszony delikatesowe 680g,artykuly-spozywcze,Y,w porcji 100 g,16 kcal,0.5 g,0.1 g,1.4 g,0.5 g,1.9 g,1.4 g,1.3 g,,,,,,,
0000006397,HIT markizy czekoladowe ciastka 220 g,artykuly-spozywcze,Y,w porcji 100 g,496 kcal,23 g,16 g,64 g,30 g,,6.9 g,0.59 g,,,,,,,
0000008764,Bakallino Śliwki suszone bez pestek 300 g,artykuly-spozywcze,Y,w porcji 100 g,240 kcal,0.6 g,0.1 g,51 g,38 g,11 g,2.4 g,0.01 g,,,,,,,
0000008763,Bonitki Rurki z kremem o smaku kokosowym 280 g,artykuly-spozywcze,Y,w porcji 100 g,517 kcal,26 g,12 g,65 g,41 g,1.2 g,5.4 g,0.14 g,,,,,,,
0000008148,Sottile Gusto Pomidory suszone w oleju z ziołami paski 270/150 g ,artykuly-spozywcze,Y,w porcji 100 g,244 kcal,20 g,1.5 g,9.3 g,9.3 g,5.5 g,3.9 g,3.2 g,,,,,,,
0000010871,Knorr Sos sałatkowy włoski 8 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000016280,Alpro Migdałowe Barista 750 ml,artykuly-spozywcze,Y,w porcji 100 ml,25 kcal,1.2 g,0.1 g,2.5 g,2.5 g,0.2 g,0.5 g,0.08 g,,,,,,,
0000009858,Go Vege Barista owies 1 l,artykuly-spozywcze,Y,w porcji 100 ml,58 kcal,3 g,0.3 g,5.5 g,1.1 g,0.9 g,1.7 g,0.11 g,,,,,,,
0000009043,Pringles Sour Cream & Onion 165 g,artykuly-spozywcze,Y,w porcji 100 g,525 kcal,30 g,2.8 g,56 g,2.5 g,3.4 g,6 g,1.3 g,,,,,,,
0000017763,Dawtona Koncentrat pomidorowy 190 g,artykuly-spozywcze,Y,w porcji 100 g,101 kcal,0 g,0 g,19 g,16 g,3.9 g,4.3 g,0.05 g,,,,,,,
0000016143,Alpro Owsiane Barista 750 ml,artykuly-spozywcze,Y,w porcji 100 ml,59 kcal,3 g,0.3 g,6.7 g,3.3 g,1 g,0.8 g,0.13 g,,,,,,,
0000016094,Knorr Fix gulasz węgierski 46 g,artykuly-spozywcze,Y,w porcji 100 g,318 kcal,3.9 g,0.9 g,60 g,21 g,9.2 g,6.9 g,11.8 g,,,,,,,
0000000074,Mamba Guma owocowa rozpuszczalna 106 g,artykuly-spozywcze,Y,w porcji 100 g,396 kcal,5.9 g,3.2 g,84.3 g,62.1 g,,1.6 g,0.01 g,,,,,,,
0000016900,Orbit Refreshers Bubblemint Guma do żucia bez cukru (12 drażetek) 26g,artykuly-spozywcze,Y,w porcji 100 g,168 kcal,0 g,0 g,70 g,0 g,,0 g,0 g,,,70 g,,,,
0000006985,Top Nerkowce prażone solone 150 g,artykuly-spozywcze,Y,w porcji 100 g,582 kcal,45 g,8.8 g,19 g,9.1 g,7.1 g,21 g,1 g,,,,,,,
0000008641,Knorr Rosół z kury (12 x 10 g) 120 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000001285,Lipton herbata czarna aromatyzowana brzoskwinia i mango 20 torebek,artykuly-spozywcze,Y,w porcji 100 ml,4 kcal,0 g,0 g,0.5 g,0.5 g,,0.5 g,0 g,,,,,,,
0000000447,Rapsodia Dżem truskawkowy o obniżonej zawartości cukrów 410 g,artykuly-spozywcze,Y,w porcji 100 g,140 kcal,0.1 g,0.1 g,33 g,32 g,,0.6 g,0 g,,,,,,,
0000016244,Nestlé Cini Minis Zbożowe kwadraciki o smaku cynamonowym 375 g,artykuly-spozywcze,Y,w porcji 100 g,410 kcal,9.3 g,1 g,72.6 g,24.9 g,6.5 g,5.8 g,0.85 g,,,,,,,
0000003832,GustoBello Deser Tiramisu 500 g,artykuly-spozywcze,Y,w porcji 100 g,270 kcal,12 g,9.5 g,34 g,23 g,1 g,4 g,0.19 g,,,,,,,
0000001015,Culineo Sos Boloński 520g,artykuly-spozywcze,Y,w porcji 100 g,53 kcal,0.8 g,0.1 g,8.8 g,7.7 g,0.8 g,1.6 g,1.6 g,,,,,,,
0000003205,"Lipton Zielona herbata klasyczna  (25 torebek) 32,5 g",artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000016498,Tic Tac Drażetki o smaku miętowym 54 g ,artykuly-spozywcze,Y,w porcji 100 g,397 kcal,0.5 g,0.5 g,97.5 g,94.5 g,,0.1 g,0.03 g,,,,,,,
0000009056,Crunchips X-Cut Papryka 140 g,artykuly-spozywcze,Y,w porcji 100 g,516 kcal,31 g,2.3 g,51 g,1 g,4.6 g,6 g,1.8 g,,,,,,,
0000016248,WINIARY Pomysł na... Kurczak w sosie śmietanowo-ziołowym 30 g,artykuly-spozywcze,Y,w porcji 100 g,100 kcal,4.4 g,1.8 g,2.8 g,1 g,0.1 g,12.2 g,0.52 g,,,,,,,
0000004900,Tomatini Ketchup łagodny 470 g,artykuly-spozywcze,Y,w porcji 100 g,91 kcal,0 g,0 g,22 g,18 g,0.7 g,0.5 g,1.6 g,,,,,,,
0000006944,Kamis Kurkuma 20 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000006309,7 Days Bake Rolls Chrupki chlebowe o smaku pizzy 160 g,artykuly-spozywcze,Y,w porcji 100 g,459 kcal,15 g,7 g,66 g,5 g,4 g,13 g,2.8 g,,,,,,,
0000002468,Knorr Nudle Zupa danie pomidorowe łagodne 65 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000004104,Eurowafel Wafle lekkie klasyczne 130 g,artykuly-spozywcze,Y,w porcji 100 g,411 kcal,5.2 g,0.5 g,79 g,2.3 g,2.9 g,10 g,0.38 g,,,,,,,
0000005795,Delicje Sz. Pomarańczowe 147g,artykuly-spozywcze,Y,w porcji 100 g,359 kcal,7.1 g,3.3 g,70 g,51 g,1.3 g,3.3 g,0.23 g,,,,,,,
0000008273,Donatello Oliwki czosnek & zioła 150g,artykuly-spozywcze,Y,w porcji 100 g,152 kcal,15 g,2.2 g,0.8 g,0.2 g,4 g,1.4 g,2.7 g,,,,,,,
0000000938,Dżem wiśniowy o obniżonej zawartości cukrów 410 g,artykuly-spozywcze,Y,w porcji 100 g,146 kcal,0.5 g,0.1 g,34 g,34 g,,0.5 g,0.1 g,,,,,,,
0000009367,Podlaski Pasztet drobiowy z pomidorami 100 g,artykuly-spozywcze,Y,w porcji 100 g,170 kcal,13 g,2.5 g,5.4 g,1.4 g,,7.4 g,1.2 g,,,,,,,
0000014981,Reeva zupka błyskawiczna o smaku kurczaka 60 g,artykuly-spozywcze,Y,w porcji 100 g,399 kcal,16.9 g,8 g,53 g,2.9 g,2.7 g,7.6 g,5.5 g,,,,,,,
0000009233,Kamis Przyprawa Do Rosołu Kuchnia Polska 12 g,artykuly-spozywcze,Y,w porcji 100 g,225 kcal,1.7 g,0.4 g,37 g,18 g,,9.1 g,24.6 g,,,,,,,
0000015948,Winiary Galaretka truskawkowy smak 71 g,artykuly-spozywcze,Y,w porcji 100 g,47 kcal,0 g,0 g,10.3 g,10.2 g,0 g,1.5 g,,,,,,,,
0000003481,Plony Natury Kasza jaglana z prosa (4x100 g) 400 g,artykuly-spozywcze,Y,w porcji 100 g,350 kcal,2.2 g,0.2 g,70 g,0.3 g,3.1 g,11 g,0.01 g,,,,,,,
0000000025,Zupa błyskawiczna Amino Grzybowa 57g,artykuly-spozywcze,Y,w porcji 100 ml,76 kcal,3.5 g,1.7 g,9.5 g,0.5 g,,1.3 g,0.75 g,,,,,,,
0000007583,Lubella Makaron świderki 400 g,artykuly-spozywcze,Y,w porcji 100 g,351 kcal,1.4 g,0.4 g,70 g,4.2 g,3 g,13 g,0.03 g,,,,,,,
0000011527,Mosso Majonez napoleoński 400 g,artykuly-spozywcze,Y,w porcji 100 g,645 kcal,70 g,6.2 g,5.9 g,4.2 g,,1 g,1.2 g,,,,,4.34 g,,
0000004217,Polmak Kluski do zup 250 g,artykuly-spozywcze,Y,w porcji 100 g,365 kcal,3.1 g,1.6 g,69 g,2.7 g,4.5 g,13 g,0.09 g,,,,,,,
0000005122,Profi Pasztet firmowy 131 g,artykuly-spozywcze,Y,w porcji 100 g,209 kcal,17 g,5.8 g,5.2 g,0.7 g,,8.5 g,1.4 g,,,,,,,
0000016281,Alpro Kokosowo-Sojowe Barista 750 ml,artykuly-spozywcze,Y,w porcji 100 ml,33 kcal,1.4 g,0.7 g,3.3 g,3.3 g,0.2 g,1.5 g,0.1 g,,,,,,,
0000010987,Lajkonik Paluszki klasyczne 200 g,artykuly-spozywcze,Y,w porcji 100 g,379 kcal,4 g,0.4 g,72 g,2.7 g,3.4 g,12 g,3.5 g,,,,,,,
0000004423,SM Gostyń Kajmak masa krówkowa gostyńska 510 g,artykuly-spozywcze,Y,w porcji 100 g,288 kcal,7.2 g,5 g,49 g,49 g,,6.7 g,,,,,,,,
0000018653,Dawtona Passata Intenso pikantna z chili 500 g,artykuly-spozywcze,Y,w porcji 100 g,60 kcal,0.5 g,0.1 g,9.8 g,6.9 g,2.8 g,2.2 g,0.34 g,,,,,,,
0000006800,Elios Oliwki Zielone z Migdałami 340/180 g,artykuly-spozywcze,Y,w porcji 100 g,214 kcal,21 g,2.9 g,1 g,0.1 g,5.2 g,3.6 g,3.5 g,,,,,,,
0000000841,Wyborny Olej słonecznikowy 1l,artykuly-spozywcze,Y,w porcji 100 ml,828 kcal,92 g,10 g,0 g,0 g,0 g,0 g,0 g,33 g,49 g,,,,,
0000016087,Knorr Fix spaghetti napoli 45 g,artykuly-spozywcze,Y,w porcji 100 g,315 kcal,1.6 g,0.2 g,65 g,37 g,8.8 g,7.5 g,7.3 g,,,,,,,
0000007992,Bonitki Owsiane z czekoladą mleczną 210 g,artykuly-spozywcze,Y,w porcji 100 g,528 kcal,28 g,14 g,60 g,38 g,2.4 g,6.7 g,0.24 g,,,,,,,
0000007299,Dr. Oetker Drożdże instant 7 g,artykuly-spozywcze,Y,w porcji 100 g,,,,,,0 g,,,0 g,0 g,0 g,0 g,,,
0000004119,Diamant cukier drobny 1kg,artykuly-spozywcze,Y,w porcji 100 g,400 kcal,0 g,0 g,100 g,100 g,,0 g,0 g,,,,,,,
0000002205,Plony Natury Ryż biały długoziarnisty 1 kg,artykuly-spozywcze,Y,w porcji 100 g,345 kcal,0.7 g,0.2 g,77 g,0.5 g,2.4 g,7 g,0.02 g,,,,,,,
0000002691,Plony Natury Ryż Basmati długoziarnisty 400 g,artykuly-spozywcze,Y,w porcji 100 g,351 kcal,0.6 g,0.3 g,77 g,0.5 g,0.5 g,8.9 g,0.01 g,,,,,,,
0000007520,Krakuski Maltanki Herbatniki w polewie kakaowej 80 g,artykuly-spozywcze,Y,w porcji 100 g,508 kcal,25 g,15 g,66 g,36 g,,6.4 g,0.36 g,,,,,,,
0000000895,Delikatesowy Pasztet drobiowo-wieprzowy 130 g,artykuly-spozywcze,Y,w porcji 100 g,152 kcal,11 g,3.4 g,6.6 g,1 g,0.7 g,6.2 g,1.7 g,,,,,,,
0000009077,Knorr Fix spaghetti bolognese 41 g,artykuly-spozywcze,Y,w porcji 100 g,306 kcal,2.7 g,0.4 g,57 g,32 g,10 g,9.9 g,10.4 g,,,,,,,
0000000084,"Kinder Chocolate batonik z czekolady, 8szt, 100 g",artykuly-spozywcze,Y,w porcji 100 g,566 kcal,35 g,22.6 g,53.5 g,53.3 g,,8.7 g,0.31 g,,,,,,,
0000005357,TOP Krakersy cebulowe 300 g,artykuly-spozywcze,Y,w porcji 100 g,459 kcal,20 g,8.5 g,61 g,7.6 g,2.6 g,8.6 g,1.6 g,,,,,,,
0000009060,"Łowicz Konfitura extra z czarnej porzeczki obniżonej zawartości cukrów, 240 g",artykuly-spozywcze,Y,w porcji 100 g,163 kcal,0.5 g,0.1 g,37 g,37 g,,0.9 g,0 g,,,,,,,
0000000156,Top Pistacje Prażone Solone 200 g,artykuly-spozywcze,Y,w porcji 100 g,607 kcal,50 g,6.3 g,10 g,10 g,9.7 g,24 g,1.3 g,,,,,,,
0000006676,Kamis Mieszanka przyprawowa przyprawa do mięsa wieprzowego 20 g,artykuly-spozywcze,Y,w porcji 100 g,265 kcal,10 g,1.1 g,22 g,2.7 g,,12 g,27.2 g,,,,,,,
0000005107,Knorr Danie Puree ser z brokułami 50 g,artykuly-spozywcze,Y,w porcji 100 g,90 kcal,4.1 g,1.2 g,10 g,1.5 g,1.6 g,2.2 g,0.61 g,,,,,,,
0000005749,Przysnacki Chipsy w kotle prażone z solą morską 125 g,artykuly-spozywcze,Y,w porcji 100 g,502 kcal,28 g,2.6 g,53 g,0.6 g,,6 g,,,,,,,,
0000004156,"Halls Cukierki o smaku limonki 33,5 g",artykuly-spozywcze,Y,w porcji 100 g,385 kcal,0.1 g,0.1 g,95 g,76 g,,0.1 g,0.18 g,,,,,,,
0000009391,Herbapol Zielnik Polski mięta 20 torebek 40 g,artykuly-spozywcze,Y,w porcji 100 ml,1 kcal,,,,,,,,,,,,,,
0000008454,Kinder Bueno White 39 g,artykuly-spozywcze,Y,w porcji 100 g,572 kcal,35.9 g,16.8 g,53 g,43.6 g,,8.8 g,0.36 g,,,,,,,
0000008522,Profi Pasztet z pieczarkami 131 g,artykuly-spozywcze,Y,w porcji 100 g,208 kcal,17 g,5.4 g,5.2 g,0.6 g,,8.2 g,1.4 g,,,,,,,
0000008913,Plony Natury Kasza pęczak jęczmienny 400 g,artykuly-spozywcze,Y,w porcji 100 g,316 kcal,1.5 g,0.6 g,57 g,0.8 g,19 g,9.5 g,0.01 g,,,,,,,
0000015946,Winiary Galaretka malinowy smak 71 g,artykuly-spozywcze,Y,w porcji 100 g,47 kcal,0 g,0 g,10.3 g,10.3 g,0 g,1.5 g,,,,,,,,
0000012509,Merci 250 g,artykuly-spozywcze,Y,w porcji 100 g,563 kcal,36.1 g,19.9 g,49.9 g,48 g,,7.8 g,0.17 g,,,,,,,
0000008019,Kamis Specialite Młynek Sól morska jodowana 90 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000001776,Kujawski Olej rzepakowy z pierwszego tłoczenia 2 l,artykuly-spozywcze,Y,w porcji 100 g,900 kcal,100 g,7.5 g,0 g,0 g,,0 g,0 g,65.5 g,26.5 g,,,,,
0000003258,Lindt Excellence 70% Cocoa czekolada ciemna 100 g,artykuly-spozywcze,Y,w porcji 100 g,566 kcal,41 g,24 g,34 g,30 g,,9.5 g,0.1 g,,,,,,,
0000016922,Lay's Oven Baked Pieczone formowane chipsy ziemniaczane o smaku grillowanej papryki 110 g,artykuly-spozywcze,Y,w porcji 100 g,442 kcal,15 g,1.3 g,70 g,7.4 g,5 g,5.5 g,0.84 g,,,,,,,
0000002646,Bonitki Kruche ciasteczka z nadzieniem o smaku wiśniowym 300 g,artykuly-spozywcze,Y,w porcji 100 g,458 kcal,21 g,11 g,62 g,30 g,,5.2 g,0.05 g,,,,,,,
0000004916,Madero Ketchup pikantny 560 g,artykuly-spozywcze,Y,w porcji 100 g,97 kcal,0.5 g,0.1 g,20 g,19 g,2.7 g,2 g,2 g,,,,,,,
0000006608,Prince Polo Mleczne XXL wafelek 50 g,artykuly-spozywcze,Y,w porcji 100 g,525 kcal,28 g,15 g,61 g,42 g,2 g,6 g,0.44 g,,,,,,,
0000010443,Dr. Oetker Słodka Chwila Kisiel malinowy 30 g,artykuly-spozywcze,Y,w porcji 100 g,57 kcal,0 g,0 g,14.1 g,8.7 g,,0 g,0.03 g,,,,,,,
0000016048,Lipton Zielona herbata klasyczna (20 torebek) 26 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000011787,E. Wedel Ptasie Mleczko Waniliowe w czekoladzie deserowej 340 g,artykuly-spozywcze,Y,w porcji 100 g,442 kcal,22 g,14 g,57 g,48 g,2.8 g,2.8 g,0.07 g,,,,,,,
0000004215,Madero Ketchup Junior 330 g,artykuly-spozywcze,Y,w porcji 100 g,102 kcal,0.5 g,0.1 g,21 g,17 g,1.8 g,1.9 g,2.16 g,,,,,,,
0000016918,Cheetos Spirals Chrupki kukurydziane o smaku serowo-ketchupowym 110 g,artykuly-spozywcze,Y,w porcji 100 g,514 kcal,28 g,2.4 g,59 g,4.8 g,1.6 g,5.8 g,1.7 g,,,,,,,
0000011649,Szlachecki Makaron Wstęgi 400 g,artykuly-spozywcze,Y,w porcji 100 g,363 kcal,2.8 g,0.9 g,70 g,2.4 g,,14 g,0.03 g,,,,,,,
0000001742,Top Tortilla Chipsy kukurydziane Solone 150 g,artykuly-spozywcze,Y,w porcji 100 g,494 kcal,25 g,2.3 g,59 g,2.5 g,5.2 g,5.9 g,1.2 g,,,,,,,
0000015653,"Remsey Herbata zielona aromatyzowana o smaku owoców cytrusowych 32,5 g",artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000004417,Pastani Makaron tagliatelle Durum 400g,artykuly-spozywcze,Y,w porcji 100 g,364 kcal,1.9 g,0.5 g,73 g,2.7 g,3.2 g,12 g,0.01 g,,,,,,,
