item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt
0000001701,Mroźna Kraina Zupa grzybowa z podgrzybkami i borowikami 450g,dania-gotowe,Y,w porcji 100 g,41 kcal,0.2 g,0.1 g,7 g,1 g,2.7 g,1.4 g,0.03 g
0000008911,"Nasze Smaki Kotlet De Volaille Roladka z mięsa z kurczaka z masłem, z marchewką z groszkiem i puree ziemniaczanym 400 g",dania-gotowe,Y,w porcji 100 g,127 kcal,6.7 g,3 g,9.2 g,3.3 g,2 g,6.5 g,1.1 g
0000009151,"GustoBello Pizza prosciutto funghi, pizza z szynką i pieczarkami 430 g",dania-gotowe,Y,w porcji 100 g,213 kcal,5.4 g,3.2 g,30 g,2.5 g,2 g,10 g,1.7 g
0000005316,Nasze Smaki Kotlet mielony wieprzowy z buraczkami zasmażanymi i puree ziemniaczanym 400 g,dania-gotowe,Y,w porcji 100 g,132 kcal,7.3 g,2.2 g,11 g,5.6 g,1.3 g,4.6 g,0.92 g
0000011185,Donatello Spaghetti Bolognese 400 g,dania-gotowe,Y,w porcji 100 g,126 kcal,3.6 g,1.2 g,16 g,2 g,1.5 g,7 g,1 g
0000008276,Go Vege Hummus z toppingiem spicy salsa 160 g,dania-gotowe,Y,w porcji 100 g,235 kcal,18 g,1.9 g,8.9 g,1.8 g,7 g,5.9 g,1.6 g
0000011202,"Nasze Smaki Pierogi z pieczarkami, mozzarellą i smażoną cebulą 320 g",dania-gotowe,Y,w porcji 100 g,181 kcal,6.3 g,0.7 g,22.5 g,3.4 g,3.3 g,7 g,1.65 g
0000004739,Asia Flavours Sajgonki z wieprzowiną 278 g,dania-gotowe,Y,w porcji 100 g,243 kcal,15 g,1.5 g,21 g,2.8 g,1.7 g,5.7 g,1.3 g
0000000954,Salato Pasta z łososiem 80 g,dania-gotowe,Y,w porcji 100 g,512 kcal,51.9 g,4.4 g,6 g,5.5 g,1.2 g,4.7 g,1.8 g
0000009430,Mr. Potato Frytki karbowane 1 kg,dania-gotowe,Y,w porcji 100 g,129 kcal,3.4 g,0.4 g,21 g,0.6 g,,2.4 g,0.08 g
0000011200,"Go Active Kuskus perłowy z ciecierzycą, fasolką i hummusem 220 g",dania-gotowe,Y,w porcji 100 g,156 kcal,7 g,2.4 g,15 g,1.4 g,5.1 g,5.8 g,1.5 g
0000016210,Nasze Smaki Pierogi z mięsem 800 g,dania-gotowe,Y,w porcji 100 g,272 kcal,11 g,4.5 g,30 g,1.8 g,4.6 g,11 g,0.71 g
0000002038,Mroźna Kraina Zupa kalafiorowa z koperkiem 750g,dania-gotowe,Y,w porcji 100 g,46 kcal,0.5 g,0.1 g,7.8 g,0.8 g,,1.9 g,0.08 g
0000002034,Donatello Czereśniowe papryczki Antipasti nadziewane serkiem 180 g,dania-gotowe,Y,w porcji 100 g,169 kcal,12 g,7 g,11 g,10 g,2.4 g,3 g,0.5 g
0000008910,Nasze Smaki Kotlet schabowy wieprzowy z buraczkami zasmażanymi i puree ziemniaczanym 400 g,dania-gotowe,Y,w porcji 100 g,119 kcal,5.1 g,1.2 g,12 g,5 g,1.3 g,5.8 g,0.88 g
0000016149,Dania Express Frytki z kurczaka 400 g,dania-gotowe,Y,w porcji 100 g,194 kcal,10 g,1.3 g,11 g,0.8 g,0.5 g,14 g,1.7 g
0000006559,Vital Fresh Surówka Smakołyk 450g,dania-gotowe,Y,w porcji 100 g,91 kcal,5.3 g,0.4 g,8.2 g,6.1 g,2.2 g,1.6 g,0.74 g
0000003299,Aviko Grubo krojone frytki do piekarnika 750 g,dania-gotowe,Y,w porcji 100 g,145 kcal,3.5 g,1.8 g,25 g,0.5 g,2.5 g,2.5 g,0.1 g
0000003839,Nasze Smaki Pierogi z kapustą i grzybami 400g,dania-gotowe,Y,w porcji 100 g,146 kcal,3.8 g,0.4 g,23 g,1.8 g,2.5 g,3.9 g,1.2 g
0000006558,Vital Fresh Surówka Rarytasek 450g,dania-gotowe,Y,w porcji 100 g,93 kcal,5.2 g,0.4 g,9.2 g,8.1 g,2.3 g,1.2 g,0.66 g
0000003782,Donatello Pizza Margherita z pieca kamiennego  (3 x 339 g) 1017 g,dania-gotowe,Y,w porcji 100 g,219 kcal,5.5 g,2.2 g,32 g,4.2 g,2.4 g,9.2 g,0.93 g
0000004736,Asia Flavours Sajgonki z warzywami 278 g,dania-gotowe,Y,w porcji 100 g,215 kcal,11.3 g,0.9 g,21.2 g,4.7 g,4.4 g,5 g,1.83 g
0000015926,Nasze Smaki Pierogi Serowo-Truskawkowe 400 g,dania-gotowe,Y,w porcji 100 g,175 kcal,1.8 g,0.2 g,30.2 g,7.7 g,3.7 g,7.7 g,0.38 g
0000006291,Heinz Fasolka w sosie pomidorowym 415 g ,dania-gotowe,Y,w porcji 100 g,81 kcal,0.4 g,0.1 g,15.5 g,4.3 g,3.9 g,4.8 g,0.6 g
0000003838,Nasze Smaki Pierogi serowo jagodowe 400g,dania-gotowe,Y,w porcji 100 g,170 kcal,1.6 g,0.2 g,30 g,8 g,3.5 g,7.4 g,0.35 g
0000007393,JADŁOWIEC Flaki wołowe w rosole 500 g,dania-gotowe,Y,w porcji 100 g,54 kcal,2.3 g,1.1 g,0.7 g,0.5 g,0.7 g,7.2 g,1.2 g
0000016165,Yeemy Bagietka do opiekania 175 g,dania-gotowe,Y,w porcji 100 g,314 kcal,13 g,8.7 g,40 g,3.8 g,1.8 g,8.4 g,1 g
0000002305,Nasze Smaki Pierogi ze szpinakiem i serem 400g,dania-gotowe,Y,w porcji 100 g,155 kcal,3.4 g,1.3 g,25 g,2.4 g,2.6 g,5.2 g,0.95 g
0000007898,"Go Vege Pasta warzywna Suszone pomidory, Żurawina 180 g",dania-gotowe,Y,w porcji 100 g,212 kcal,17 g,1.3 g,9.7 g,6.3 g,4.5 g,3.3 g,1.2 g
0000008474,GustoBello Gnocchi nadziewane pomidorami i mozzarellą 400g,dania-gotowe,Y,w porcji 100 g,142 kcal,1.3 g,0.8 g,28 g,0.9 g,2.2 g,3.2 g,0.9 g
0000006011,Dr. Oetker Guseppe Pizza salami 760 g (2 x 380 g),dania-gotowe,Y,w porcji 100 g,249 kcal,10 g,3.7 g,31 g,3.6 g,1.7 g,8.4 g,1.2 g
0000007943,Donatello Pizza Capricciosa z pieca kamiennego 730g (2 x 365g),dania-gotowe,Y,w porcji 100 g,194 kcal,4.4 g,1.9 g,28 g,3.5 g,2.4 g,9.5 g,1.1 g
